146,Maize,1
149,Maize,2
152,Maize,6
142,Maize,6
127,Maize,6
145,Maize,6
142,Maize,6
152,Maize,6
157,Maize,6
154,Maize,6
130,Maize,4
145,Maize,5
143,Maize,6
148,Maize,6
144,Maize,2
137,Maize,2
154,Maize,3
134,Maize,3
141,Maize,2
157,Maize,6
152,Maize,6
147,Maize,2
142,Maize,2
140,Maize,5
136,Maize,3
153,Maize,6
364,Brachypodium,7
339,Brachypodium,7
341,Brachypodium,7
359,Brachypodium,7
339,Brachypodium,7
342,Brachypodium,7
325,Brachypodium,7
332,Brachypodium,7
310,Brachypodium,7
317,Brachypodium,7
339,Brachypodium,7
347,Brachypodium,7
371,Brachypodium,7
274,Brachypodium,7
356,Brachypodium,7
328,Brachypodium,7
351,Brachypodium,7
364,Brachypodium,7
317,Brachypodium,7
315,Brachypodium,7
293,Brachypodium,7
246,Brachypodium,7
325,Brachypodium,7
310,Brachypodium,7
338,Brachypodium,7
314,Brachypodium,7
295,Brachypodium,7
362,Brachypodium,7
329,Brachypodium,7
335,Brachypodium,7
319,Brachypodium,7
300,Brachypodium,7
352,Brachypodium,7
317,Brachypodium,7
320,Brachypodium,7
316,Brachypodium,7
308,Brachypodium,7
330,Brachypodium,7
358,Brachypodium,7
306,Brachypodium,7
316,Brachypodium,7
324,Brachypodium,7
335,Brachypodium,7
335,Brachypodium,7
279,Brachypodium,7
355,Brachypodium,7
336,Brachypodium,7
340,Brachypodium,7
340,Brachypodium,7
331,Brachypodium,7
355,Brachypodium,7
345,Brachypodium,7
350,Brachypodium,7
308,Brachypodium,7
265,Brachypodium,7
378,Brachypodium,7
449,Brachypodium,7
196,Arabidopsis ,8
217,Arabidopsis ,8
239,Arabidopsis ,8
203,Arabidopsis ,8
198,Arabidopsis ,8
215,Arabidopsis ,8
221,Arabidopsis ,8
419,Arabidopsis ,8
211,Arabidopsis ,8
182,Arabidopsis ,8
207,Arabidopsis ,8
207,Arabidopsis ,8
199,Arabidopsis ,8
205,Arabidopsis ,8
189,Arabidopsis ,8
187,Arabidopsis ,8
170,Arabidopsis ,8
171,Arabidopsis ,8
172,Arabidopsis ,8
189,Arabidopsis ,8
181,Arabidopsis ,8
185,Arabidopsis ,8
185,Arabidopsis ,8
198,Arabidopsis ,8
171,Arabidopsis ,8
184,Arabidopsis ,8
200,Arabidopsis ,8
169,Arabidopsis ,8
176,Arabidopsis ,8
171,Arabidopsis ,8
237,Arabidopsis ,8
212,Arabidopsis ,8
206,Arabidopsis ,8
216,Arabidopsis ,8
202,Arabidopsis ,8
188,Arabidopsis ,8
195,Arabidopsis ,8
193,Arabidopsis ,8
199,Arabidopsis ,8
192,Arabidopsis ,8
167,Arabidopsis ,8
229,Arabidopsis ,8
215,Arabidopsis ,8
213,Arabidopsis ,8
230,Arabidopsis ,8
175,Arabidopsis ,8
251,Arabidopsis ,8
219,Arabidopsis ,8
215,Arabidopsis ,8
241,Arabidopsis ,8
233,Arabidopsis ,8
211,Arabidopsis ,8
227,Arabidopsis ,8
216,Arabidopsis ,8
199,Arabidopsis ,8
219,Arabidopsis ,8
219,Arabidopsis ,8
213,Arabidopsis ,8
213,Arabidopsis ,8
190,Arabidopsis ,8
213,Arabidopsis ,8
186,Arabidopsis ,8
226,Arabidopsis ,8
198,Arabidopsis ,8
198,Arabidopsis ,8
278,Arabidopsis ,8
259,Arabidopsis ,8